Participant,DateTime,Method,AppsNumber,Trial,Selection,Distance,SeenTimeMillis,SeekStartedTimeMillis,DataFoundTimeMillis,Rechecks,NrErrors
P1,41516.515046296299,RuntimeBar,3,5,1,3,8862.0507,7442.0487,4697.0449,0,0
P1,41516.515127314815,RuntimeBar,3,5,2,2,7560.0393,6400.0377,4030.0343,0,0
P1,41516.51525462963,RuntimeBar,3,5,3,2,10351.0564,7351.0522,6641.0512,0,0
P1,41516.5153587963,RuntimeBar,3,6,1,2,9611.0649,7761.0623,5646.0593,0,0
P1,41516.515462962961,RuntimeBar,3,6,2,2,9127.0522,8187.0509,5592.0473,0,0
P1,41516.5155787037,RuntimeBar,3,6,3,3,9357.0403,7842.0382,4522.0335,0,0
P2,41517.6246875,RuntimeBar,1,1,2,3,10572.0643,8827.0619,7932.0606,0,0
P2,41517.624803240738,RuntimeBar,1,1,3,3,10136.1459,8661.1439,8121.1431,0,0
P2,41517.624918981484,RuntimeBar,1,2,1,2,10028.0714,8088.0687,5953.0657,0,0
P2,41517.625011574077,RuntimeBar,1,2,2,2,7576.0553,6061.0532,5436.0523,0,0
P2,41517.625127314815,RuntimeBar,1,2,3,2,10299.2379,9059.2361,8619.2355,0,0
P2,41517.625231481485,RuntimeBar,1,3,1,1,9066.0532,7626.0512,5546.0483,0,0
P2,41517.625324074077,RuntimeBar,1,3,2,1,8064.0519,6989.0504,6009.0491,0,0
P2,41517.625416666669,RuntimeBar,1,3,3,1,7561.0492,5746.0466,5056.0457,0,0
P2,41517.625509259262,RuntimeBar,1,4,1,2,7800.0486,6445.0467,4885.0445,0,0
P2,41517.625601851854,RuntimeBar,1,4,2,2,8367.0509,6307.048,5512.0469,0,0
P2,41517.625671296293,RuntimeBar,1,4,3,2,5747.043,4752.0417,4167.0408,0,0
P2,41517.625775462962,RuntimeBar,1,5,1,2,9044.1063,7894.1047,5954.102,0,0
P2,41517.625868055555,RuntimeBar,1,5,2,2,8501.0463,6191.043,5631.0422,0,0
P2,41517.625937500001,RuntimeBar,1,5,3,2,6176.0598,5066.0582,4576.0576,0,0
P2,41517.626076388886,RuntimeBar,1,6,1,3,11259.1189,9829.1169,6429.1122,0,0
P2,41517.626168981478,RuntimeBar,1,6,2,3,7871.0769,6796.0754,6371.0748,0,0
P2,41517.626250000001,RuntimeBar,1,6,3,3,7659.0478,6154.0457,5724.0451,0,0
P2,41517.628391203703,RuntimeBar,2,1,1,1,17551.0643,63513558293856.6,8226.0512,0,0
P2,41517.628530092596,RuntimeBar,2,1,2,2,11336.1306,9431.1279,7056.1246,0,0
P2,41517.628622685188,RuntimeBar,2,1,3,2,8139.0554,6769.0535,5924.0523,0,0
P2,41517.628750000003,RuntimeBar,2,2,1,3,11532.0601,8297.0556,6172.0526,0,0
P2,41517.628865740742,RuntimeBar,2,2,2,3,9259.0486,7854.0467,5104.0428,0,0
P2,41517.628958333335,RuntimeBar,2,2,3,3,8487.0516,7137.0497,5787.0478,0,0
P2,41517.629062499997,RuntimeBar,2,3,1,3,9230.0531,7965.0513,5530.0479,0,0
P2,41517.629166666666,RuntimeBar,2,3,2,3,8178.0713,7043.0697,6178.0685,0,0
P2,41517.629247685189,RuntimeBar,2,3,3,0,7657.0446,6397.0428,5462.0415,0,0
P2,41517.629340277781,RuntimeBar,2,4,1,2,8297.0502,6992.0484,4632.0451,0,0
P2,41517.629421296297,RuntimeBar,2,4,2,0,6841.051,5631.0493,4636.0479,0,0
P2,41517.629525462966,RuntimeBar,2,4,3,0,8462.049,6592.0464,5787.0453,0,0
P2,41517.629629629628,RuntimeBar,2,5,1,2,8916.0516,7706.0499,5171.0463,0,0
P2,41517.62972222222,RuntimeBar,2,5,2,2,8602.0476,6907.0452,5042.0426,0,0
P2,41517.629803240743,RuntimeBar,2,5,3,2,6695.044,5100.0418,4620.0411,0,0
P2,41517.629930555559,RuntimeBar,2,6,1,2,11277.0524,9577.05,5822.0448,0,0
P2,41517.630023148151,RuntimeBar,2,6,2,1,7998.0505,6873.0489,5283.0467,0,0
P2,41517.630127314813,RuntimeBar,2,6,3,1,8346.0488,6111.0457,5511.0449,0,0
P2,41517.631550925929,RuntimeBar,3,1,1,2,16908.0682,63513558566322.8,5798.0526,0,0
P2,41517.631631944445,RuntimeBar,3,1,2,2,7459.0486,5779.0462,5249.0455,0,0
P2,41517.631712962961,RuntimeBar,3,1,3,2,7068.0453,5743.0434,5213.0427,0,0
P2,41517.631793981483,RuntimeBar,3,2,1,0,7093.0472,6033.0458,5388.0449,0,0
P2,41517.631909722222,RuntimeBar,3,2,2,3,9568.0537,8198.0518,5818.0485,0,0
P2,41517.632002314815,RuntimeBar,3,2,3,1,7841.0481,6736.0466,4516.0434,0,0
P2,41517.632094907407,RuntimeBar,3,3,1,0,8155.0488,6890.047,5840.0455,0,0
P2,41517.632175925923,RuntimeBar,3,3,2,0,7178.0435,5868.0416,5208.0407,0,0
P2,41517.632256944446,RuntimeBar,3,3,3,1,7018.0451,5983.0437,4178.0412,0,0
P2,41517.632372685184,RuntimeBar,3,4,1,0,9928.0833,8808.0817,7913.0805,0,0
P2,41517.632476851853,RuntimeBar,3,4,2,2,9240.0472,7945.0454,6185.043,0,0
P2,41517.632581018515,RuntimeBar,3,4,3,2,8580.0737,6925.0714,5345.0692,0,0
P2,41517.632673611108,RuntimeBar,3,5,1,3,8258.0499,6883.048,4448.0446,0,0
P2,41517.6327662037,RuntimeBar,3,5,2,1,7673.0472,6253.0452,4168.0423,0,0
P2,41517.632847222223,RuntimeBar,3,5,3,3,7356.0458,6106.044,5131.0427,0,0
P2,41517.632951388892,RuntimeBar,3,6,1,2,9135.046,7740.044,5715.0412,0,0
P2,41517.633055555554,RuntimeBar,3,6,2,1,9059.1005,7599.0985,6194.0965,0,0
P2,41517.633159722223,RuntimeBar,3,6,3,2,8901.0494,7396.0473,5911.0452,0,0
P3,41517.73265046296,RuntimeBar,1,1,1,1,8897.0458,6807.0428,4432.0395,0,0
P3,41517.732731481483,RuntimeBar,1,1,2,1,7213.0334,6018.0317,5268.0307,0,0
P3,41517.732835648145,RuntimeBar,1,1,3,1,8352.0411,6867.039,6107.0379,0,0
P3,41517.732916666668,RuntimeBar,1,2,1,2,7725.0443,6690.0428,4095.0392,0,0
P3,41517.733067129629,RuntimeBar,1,2,2,2,12838.0553,11728.0537,11258.0531,2,1
P3,41517.733136574076,RuntimeBar,1,2,3,2,5669.0383,4594.0368,4049.0361,0,0
P3,41517.733229166668,RuntimeBar,1,3,1,1,7938.0408,6928.0394,4368.0358,0,0
P3,41517.733298611114,RuntimeBar,1,3,2,1,5730.0382,4655.0367,4180.036,0,0
P3,41517.733356481483,RuntimeBar,1,3,3,1,5499.0364,4354.0348,3889.0342,0,0
P3,41517.733425925922,RuntimeBar,1,4,1,0,5943.0377,4893.0363,4168.0353,0,0
P3,41517.733506944445,RuntimeBar,1,4,2,0,6814.0396,5704.038,5219.0373,0,0
P3,41517.733564814815,RuntimeBar,1,4,3,0,5717.038,4517.0363,3902.0354,0,0
P3,41517.733668981484,RuntimeBar,1,5,1,2,8439.0416,7354.0401,4854.0366,0,0
P3,41517.733738425923,RuntimeBar,1,5,2,2,6366.0386,5416.0372,4031.0353,0,0
P3,41517.733819444446,RuntimeBar,1,5,3,2,6564.0412,5579.0398,5079.0391,0,0
P3,41517.733946759261,RuntimeBar,1,6,1,3,10877.1032,9857.1018,7532.0985,0,0
P3,41517.73400462963,RuntimeBar,1,6,2,3,5660.0378,4615.0363,4170.0357,0,0
P3,41517.734074074076,RuntimeBar,1,6,3,3,6009.0388,4924.0373,4499.0367,0,0
P3,41517.735821759263,RuntimeBar,2,1,1,2,9285.0445,14310.0515,4030.0371,1,0
P3,41517.735914351855,RuntimeBar,2,1,2,2,8416.0392,7426.0378,5751.0354,0,0
P3,41517.736006944448,RuntimeBar,2,1,3,1,7813.0398,6733.0383,4973.0358,0,0
P3,41517.736111111109,RuntimeBar,2,2,1,1,9161.0436,7591.0414,5761.0388,0,0
P3,41517.736284722225,RuntimeBar,2,2,2,1,14396.0816,13486.0803,11726.0778,2,0
P3,41517.736377314817,RuntimeBar,2,2,3,1,8078.0466,6963.045,4953.0422,0,0
P3,41517.736446759256,RuntimeBar,2,3,1,1,6528.0434,5488.0419,3993.0398,0,0
P3,41517.736527777779,RuntimeBar,2,3,2,2,7077.0387,6062.0373,4102.0346,0,0
P3,41517.736608796295,RuntimeBar,2,3,3,2,6508.0389,5468.0374,4458.036,0,0
P3,41517.736689814818,RuntimeBar,2,4,1,3,7084.0405,6049.0391,3714.0358,0,0
P3,41517.736770833333,RuntimeBar,2,4,2,3,7538.042,6483.0405,4023.037,0,0
P3,41517.736875000002,RuntimeBar,2,4,3,3,8362.0431,7342.0417,6467.0404,0,0
P3,41517.736956018518,RuntimeBar,2,5,1,3,7189.0359,6129.0344,3804.0312,0,0
P3,41517.737037037034,RuntimeBar,2,5,2,3,6777.0361,5802.0347,3817.0319,0,0
P3,41517.73710648148,RuntimeBar,2,5,3,3,5892.0427,4992.0414,4152.0402,0,0
P3,41517.737187500003,RuntimeBar,2,6,1,3,7524.0384,6614.0371,3854.0332,0,0
P3,41517.737256944441,RuntimeBar,2,6,2,3,5386.0277,4396.0263,3916.0257,0,0
P3,41517.737326388888,RuntimeBar,2,6,3,2,6843.0379,5838.0365,3843.0337,0,0
P3,41517.739178240743,RuntimeBar,3,1,1,0,14757.0548,13047.0524,12207.0512,2,0
P3,41517.739259259259,RuntimeBar,3,1,2,3,7204.0444,6249.043,4044.0399,0,0
P3,41517.739340277774,RuntimeBar,3,1,3,0,6034.0388,5079.0375,4534.0367,0,0
P3,41517.739421296297,RuntimeBar,3,2,1,1,7419.0477,6394.0463,4154.0431,0,0
P3,41517.73951388889,RuntimeBar,3,2,2,3,7904.0442,6994.0429,4599.0396,0,0
P3,41517.739594907405,RuntimeBar,3,2,3,3,7545.0449,6435.0433,4200.0402,0,0
P3,41517.739687499998,RuntimeBar,3,3,1,1,7378.0367,6313.0352,3993.032,0,0
P3,41517.739756944444,RuntimeBar,3,3,2,0,6086.0357,4996.0341,3991.0327,0,0
P3,41517.73982638889,RuntimeBar,3,3,3,1,6448.0323,5343.0308,4053.029,0,0
P3,41517.739895833336,RuntimeBar,3,4,1,1,6049.0294,4989.0279,3809.0262,0,0
P3,41517.739976851852,RuntimeBar,3,4,2,1,6492.034,5477.0326,3937.0305,0,0
P3,41517.740081018521,RuntimeBar,3,4,3,1,9453.1149,8428.1135,7203.1118,0,0
P3,41517.740162037036,RuntimeBar,3,5,1,1,6561.0355,5486.0339,3666.0314,0,0
P3,41517.740231481483,RuntimeBar,3,5,2,1,6226.0372,5211.0358,4021.0341,0,0
P3,41517.740300925929,RuntimeBar,3,5,3,1,5590.0333,4600.0319,3485.0303,0,0
P3,41517.740358796298,RuntimeBar,3,6,1,1,5778.0342,4778.0328,3648.0313,0,0
P3,41517.740428240744,RuntimeBar,3,6,2,0,5607.0364,4582.035,3807.0339,0,0
P3,41517.740497685183,RuntimeBar,3,6,3,1,5856.0331,4836.0317,3606.03,0,0
P4,04/09/2013 6:31:44 PM,RuntimeBar,1,1,1,2,12875.0181,9740.0137,5720.008,0,0
P4,04/09/2013 6:31:54 PM,RuntimeBar,1,1,2,2,10205.0676,8355.065,7755.0642,0,0
P4,04/09/2013 6:32:03 PM,RuntimeBar,1,1,3,2,8645.0843,6800.0818,6010.0807,0,0
P4,04/09/2013 6:32:14 PM,RuntimeBar,1,2,1,2,11297.0533,10197.0517,6292.0463,0,0
P4,04/09/2013 6:32:21 PM,RuntimeBar,1,2,2,2,7028.0497,5908.0481,5293.0472,0,0
P4,04/09/2013 6:32:30 PM,RuntimeBar,1,2,3,2,8668.0502,7773.049,6043.0466,0,0
P4,04/09/2013 6:32:40 PM,RuntimeBar,1,3,1,2,10752.0852,9822.0839,6412.0791,0,0
P4,04/09/2013 6:32:49 PM,RuntimeBar,1,3,2,2,8069.0567,7094.0553,5794.0535,0,0
P4,04/09/2013 6:32:57 PM,RuntimeBar,1,3,3,2,8102.0508,6992.0492,5707.0474,0,0
P4,04/09/2013 6:33:08 PM,RuntimeBar,1,4,1,1,11104.0978,9894.0961,6729.0917,0,0
P4,04/09/2013 6:33:16 PM,RuntimeBar,1,4,2,1,8725.0538,7615.0522,5625.0494,0,0
P4,04/09/2013 6:33:51 PM,RuntimeBar,1,5,1,1,12202.0559,11092.0544,6017.0473,1,0
P4,04/09/2013 6:33:58 PM,RuntimeBar,1,5,2,1,7575.0614,6565.0599,5975.0591,0,0
P4,04/09/2013 6:34:08 PM,RuntimeBar,1,5,3,1,9303.127,8368.1257,6633.1232,0,0
P4,04/09/2013 6:34:18 PM,RuntimeBar,1,6,1,3,10025.0584,9090.057,5560.0521,0,0
P4,04/09/2013 6:34:26 PM,RuntimeBar,1,6,2,3,7991.0576,7081.0563,6476.0554,0,0
P4,04/09/2013 6:34:32 PM,RuntimeBar,1,6,3,3,6716.0513,5796.05,4306.0479,0,0
P4,04/09/2013 6:34:51 PM,RuntimeBar,2,1,1,1,11314.0496,18084.0591,5099.0409,1,0
P4,04/09/2013 6:35:02 PM,RuntimeBar,2,1,2,1,10504.0542,9584.053,6209.0482,0,0
P4,04/09/2013 6:35:09 PM,RuntimeBar,2,1,3,1,6956.0701,5936.0687,5256.0677,0,0
P4,04/09/2013 6:35:16 PM,RuntimeBar,2,2,1,1,7739.0677,6774.0664,4974.0638,0,0
P4,04/09/2013 6:35:27 PM,RuntimeBar,2,2,2,3,10845.0152,9915.0139,5080.0072,0,0
P4,04/09/2013 6:35:34 PM,RuntimeBar,2,2,3,3,6590.0092,5405.0076,3740.0053,0,0
P4,04/09/2013 6:35:41 PM,RuntimeBar,2,3,1,0,6790.0095,5495.0077,3965.0056,0,0
P4,04/09/2013 6:35:49 PM,RuntimeBar,2,3,2,2,7955.0111,6950.0097,4605.0064,0,0
P4,04/09/2013 6:35:55 PM,RuntimeBar,2,3,3,2,6590.0093,5440.0077,4430.0062,0,0
P4,04/09/2013 6:36:06 PM,RuntimeBar,2,4,1,1,10350.0485,9390.0472,7550.0446,0,0
P4,04/09/2013 6:36:15 PM,RuntimeBar,2,4,2,0,9242.0485,7632.0463,6487.0447,0,0
P4,04/09/2013 6:36:24 PM,RuntimeBar,2,4,3,0,8755.0122,7385.0103,4490.0063,0,0
P4,04/09/2013 6:36:33 PM,RuntimeBar,2,5,1,3,9155.0128,8140.0114,5080.0071,0,0
P4,04/09/2013 6:36:40 PM,RuntimeBar,2,5,2,1,7700.0108,6845.0096,5165.0072,0,0
P4,04/09/2013 6:36:49 PM,RuntimeBar,2,5,3,1,8340.0117,6785.0095,4580.0064,0,0
P4,04/09/2013 6:36:57 PM,RuntimeBar,2,6,1,0,8051.0479,6936.0463,5951.045,0,0
P4,04/09/2013 6:37:14 PM,RuntimeBar,2,6,2,0,17495.0708,16530.0695,15095.0675,2,1
P4,04/09/2013 6:37:21 PM,RuntimeBar,2,6,3,0,6765.0095,5390.0076,4840.0068,0,0
P4,04/09/2013 6:40:47 PM,RuntimeBar,3,1,1,1,9324.0559,7039.0527,5124.0501,0,0
P4,04/09/2013 6:40:56 PM,RuntimeBar,3,1,2,0,8071.0538,7106.0524,6216.0512,0,0
P4,04/09/2013 6:41:03 PM,RuntimeBar,3,1,3,1,7485.0105,6290.0088,5060.0071,0,0
P4,04/09/2013 6:41:11 PM,RuntimeBar,3,2,1,0,8409.0468,7499.0456,5984.0434,0,0
P4,04/09/2013 6:41:25 PM,RuntimeBar,3,2,2,2,14030.0813,13025.0799,5770.0697,1,0
P4,04/09/2013 6:41:34 PM,RuntimeBar,3,2,3,0,8228.06,7053.0583,6343.0573,0,0
P4,04/09/2013 6:41:51 PM,RuntimeBar,3,3,1,3,17549.0664,16699.0652,5129.049,1,0
P4,04/09/2013 6:41:59 PM,RuntimeBar,3,3,2,3,7375.0103,6470.0091,5735.008,0,0
P4,04/09/2013 6:42:06 PM,RuntimeBar,3,3,3,3,7540.0105,6410.0089,5920.0083,0,0
P4,04/09/2013 6:42:16 PM,RuntimeBar,3,4,1,1,9525.0725,8535.0711,5710.0671,0,0
P4,04/09/2013 6:42:24 PM,RuntimeBar,3,4,2,1,8425.0118,7460.0104,6165.0086,0,0
P4,04/09/2013 6:42:35 PM,RuntimeBar,3,4,3,2,10542.0648,9602.0635,7177.0601,0,0
P4,04/09/2013 6:42:49 PM,RuntimeBar,3,5,1,3,14207.061,13107.0594,5587.0489,1,0
P4,04/09/2013 6:42:59 PM,RuntimeBar,3,5,2,1,9712.1022,8517.1005,6552.0977,0,0
P4,04/09/2013 6:43:07 PM,RuntimeBar,3,5,3,1,8423.0493,7138.0475,5473.0452,0,0
P4,04/09/2013 6:43:16 PM,RuntimeBar,3,6,1,1,8600.0121,7635.0107,5430.0076,0,0
P4,04/09/2013 6:43:24 PM,RuntimeBar,3,6,2,1,8133.0397,7168.0384,4898.0352,0,0
P4,04/09/2013 6:43:32 PM,RuntimeBar,3,6,3,1,8342.0701,7107.0684,5522.0661,0,0
P5,41521.555914351855,RuntimeBar,2,1,3,2,16820.0236,14510.0203,9035.0127,0,0
P5,41521.556134259263,RuntimeBar,2,2,1,3,19490.0273,16000.0224,11390.016,0,0
P5,41521.556296296294,RuntimeBar,2,2,2,3,13775.0192,11275.0157,5900.0082,0,0
P5,41521.556469907409,RuntimeBar,2,2,3,3,15390.0216,13265.0186,7005.0098,0,0
P5,41521.557280092595,RuntimeBar,2,3,3,0,13860.0194,9415.0132,7890.0111,0,0
P5,41521.55746527778,RuntimeBar,2,4,1,0,15740.022,14055.0197,9880.0138,0,0
P5,41521.557650462964,RuntimeBar,2,4,2,3,15695.022,14050.0197,8405.0118,0,0
P5,41521.557824074072,RuntimeBar,2,4,3,0,14850.0208,13000.0182,10050.0141,0,0
P5,41521.558032407411,RuntimeBar,2,5,1,2,18505.0259,16605.0233,6795.0095,0,0
P5,41521.558159722219,RuntimeBar,2,5,2,1,11220.0157,9525.0133,6295.0088,0,0
P5,41521.558541666665,RuntimeBar,2,6,1,0,10890.0153,9040.0127,5910.0083,0,0
P5,41521.558645833335,RuntimeBar,2,6,2,0,8725.0122,7565.0106,5855.0082,0,0
P5,41521.558831018519,RuntimeBar,2,6,3,0,15385.0215,13150.0184,8145.0114,0,0
P5,41521.559340277781,RuntimeBar,3,1,2,3,13425.0188,12135.017,5985.0084,0,0
P5,41521.55945601852,RuntimeBar,3,1,3,0,10230.0143,9065.0126,6570.0092,0,0
P5,41521.559548611112,RuntimeBar,3,2,1,0,8095.0114,6760.0095,5875.0082,0,0
P5,41521.559699074074,RuntimeBar,3,2,2,1,13150.0184,10610.0149,6680.0094,0,0
P5,41521.559884259259,RuntimeBar,3,2,3,3,15645.0219,14155.0198,6245.0088,0,0
P5,41521.560057870367,RuntimeBar,3,3,1,2,15570.0218,13325.0187,8625.0121,0,0
P5,41521.560150462959,RuntimeBar,3,3,2,2,7570.0106,6195.0087,5120.0072,0,0
P5,41521.560231481482,RuntimeBar,3,3,3,2,7520.0105,5115.0071,4380.0061,0,0
P5,41521.560370370367,RuntimeBar,3,4,1,0,12015.0168,9730.0136,6215.0087,0,0
P5,41521.560567129629,RuntimeBar,3,4,2,3,16645.0233,12775.0178,5500.0077,0,0
P5,41521.560706018521,RuntimeBar,3,4,3,1,12095.017,10365.0145,5695.008,0,0
P5,41521.560798611114,RuntimeBar,3,5,1,0,7915.0111,6680.0094,5580.0079,0,0
P5,41521.560937499999,RuntimeBar,3,5,2,1,12070.0168,10550.0147,7300.0102,0,0
P5,41521.561018518521,RuntimeBar,3,5,3,1,6810.0096,5360.0075,4730.0066,0,0
P5,41521.56113425926,RuntimeBar,3,6,1,0,9665.0135,8425.0118,6295.0088,0,0
P5,41521.561203703706,RuntimeBar,3,6,2,0,6535.0092,5460.0077,4535.0064,0,0
P5,41521.561284722222,RuntimeBar,3,6,3,0,6860.0096,5520.0078,4705.0066,0,0
P5,41521.561527777776,RuntimeBar,1,1,1,1,10480.0147,7980.0112,5745.0081,0,0
P5,41521.561608796299,RuntimeBar,1,1,2,1,6870.0096,5645.0079,4940.0069,0,0
P5,41521.561689814815,RuntimeBar,1,1,3,1,7260.0102,6005.0084,5310.0075,0,0
P5,41521.561805555553,RuntimeBar,1,2,1,3,9710.0136,8215.0115,4335.0061,0,0
P5,41521.561886574076,RuntimeBar,1,2,2,3,7230.0101,6145.0086,4425.0062,0,0
P5,41521.561967592592,RuntimeBar,1,2,3,3,6435.009,5180.0073,4565.0064,0,0
P5,41521.562071759261,RuntimeBar,1,3,1,0,9690.0136,8670.0122,4900.0069,0,0
P5,41521.562152777777,RuntimeBar,1,3,2,0,7025.0098,5895.0083,5050.0071,0,0
P5,41521.562222222223,RuntimeBar,1,3,3,0,5985.0084,4880.0069,4350.0061,0,0
P5,41521.562337962961,RuntimeBar,1,4,1,3,9260.0129,8240.0115,4200.0058,0,0
P5,41521.562488425923,RuntimeBar,1,4,2,3,12985.0182,7325.0102,6760.0094,0,1
P5,41521.562662037039,RuntimeBar,1,4,3,3,15730.022,7855.011,7010.0098,0,1
P5,41521.562824074077,RuntimeBar,1,5,1,2,13430.0188,11885.0166,7050.0098,0,0
P5,41521.562916666669,RuntimeBar,1,5,2,2,8470.0119,7355.0103,6560.0092,0,0
P5,41521.562986111108,RuntimeBar,1,5,3,2,5980.0084,4835.0068,4290.006,0,0
P5,41521.563148148147,RuntimeBar,1,6,1,2,13500.0189,12335.0173,5240.0074,0,0
P5,41521.56322916667,RuntimeBar,1,6,2,2,7360.0103,6395.009,5790.0081,0,0
P5,41521.563310185185,RuntimeBar,1,6,3,2,6905.0097,6005.0085,5045.0071,0,0
P6,41521.6405787037,RuntimeBar,3,1,1,2,17040.0238,14460.0202,8665.0121,1,0
P6,41521.640706018516,RuntimeBar,3,1,2,0,10545.0148,8715.0122,7170.01,0,0
P6,41521.640810185185,RuntimeBar,3,1,3,2,9050.0127,7565.0106,4910.0069,0,0
P6,41521.640914351854,RuntimeBar,3,2,1,3,8515.0119,7285.0102,4825.0068,0,0
P6,41521.641006944446,RuntimeBar,3,2,2,1,8060.0113,7045.0099,4705.0066,0,0
P6,41521.641099537039,RuntimeBar,3,2,3,1,8710.0122,6855.0096,5650.0079,0,0
P6,41521.641226851854,RuntimeBar,3,3,1,2,10900.0152,8855.0124,5975.0083,0,0
P6,41521.64130787037,RuntimeBar,3,3,2,2,6970.0098,6225.0087,4300.006,0,0
P6,41521.641400462962,RuntimeBar,3,3,3,2,7790.0109,5915.0083,5275.0074,0,0
P6,41521.641516203701,RuntimeBar,3,4,1,3,9625.0135,7040.0099,4800.0068,0,0
P6,41521.641597222224,RuntimeBar,3,4,2,3,7200.01,5040.007,4520.0063,0,0
P6,41521.641689814816,RuntimeBar,3,4,3,1,7890.0111,6730.0094,4510.0063,0,0
P6,41521.641770833332,RuntimeBar,3,5,1,2,7620.0107,6050.0085,4395.0062,0,0
P6,41521.641851851855,RuntimeBar,3,5,2,0,6530.0091,5580.0078,4415.0062,0,0
P6,41521.641932870371,RuntimeBar,3,5,3,2,6955.0097,6135.0085,3790.0053,0,0
P6,41521.642002314817,RuntimeBar,3,6,1,1,6615.0093,5550.0078,4060.0057,0,0
P6,41521.642083333332,RuntimeBar,3,6,2,1,6365.0089,5215.0073,3900.0054,0,0
P6,41521.642164351855,RuntimeBar,3,6,3,1,7355.0103,5670.0079,4085.0057,0,0
P6,41521.644328703704,RuntimeBar,2,1,1,0,17690.0248,4355.0061,3925.0055,1,0
P6,41521.64439814815,RuntimeBar,2,1,2,0,6520.0091,5775.0081,4055.0057,0,0
P6,41521.644490740742,RuntimeBar,2,1,3,1,7875.011,6150.0086,4535.0063,0,0
P6,41521.644571759258,RuntimeBar,2,2,1,2,7325.0103,6475.0091,3705.0052,0,0
P6,41521.644745370373,RuntimeBar,2,2,2,2,14230.0199,13505.0189,4000.0056,1,0
P6,41521.644826388889,RuntimeBar,2,2,3,2,6920.0097,6120.0086,5665.008,0,0
P6,41521.644930555558,RuntimeBar,2,3,1,3,9035.0126,7355.0103,4975.0069,0,0
P6,41521.644999999997,RuntimeBar,2,3,2,3,6305.0088,5460.0076,4565.0063,0,0
P6,41521.645057870373,RuntimeBar,2,3,3,3,5165.0073,4325.0061,3765.0053,0,0
P6,41521.645138888889,RuntimeBar,2,4,1,1,6955.0097,5980.0084,3895.0054,0,0
P6,41521.645231481481,RuntimeBar,2,4,2,3,7745.0109,5725.0081,3845.0054,0,0
P6,41521.645300925928,RuntimeBar,2,4,3,1,6325.0088,5850.0082,4885.0068,0,0
P6,41521.64539351852,RuntimeBar,2,5,1,1,7755.0109,5705.008,3905.0055,0,0
P6,41521.645486111112,RuntimeBar,2,5,2,1,8415.0118,5620.0079,5095.0072,0,0
P6,41521.645555555559,RuntimeBar,2,5,3,1,5940.0083,4960.007,4150.0058,0,0
P6,41521.64565972222,RuntimeBar,2,6,1,2,8940.0125,7900.0111,5180.0073,0,0
P6,41521.64576388889,RuntimeBar,2,6,2,2,8420.0118,6320.0089,5390.0076,0,0
P6,41521.645821759259,RuntimeBar,2,6,3,2,5160.0072,4380.0061,3815.0053,0,0
P6,41521.648344907408,RuntimeBar,1,1,1,3,14355.0201,63513905617820.4,5395.0075,0,0
P6,41521.648449074077,RuntimeBar,1,1,2,3,8775.0123,7970.0111,4925.0069,0,0
P6,41521.648518518516,RuntimeBar,1,1,3,3,6215.0087,5390.0075,4110.0057,0,0
P6,41521.648587962962,RuntimeBar,1,2,1,0,5875.0083,5070.0071,3830.0054,0,0
P6,41521.6487037037,RuntimeBar,1,2,2,0,9390.0131,8460.0118,7845.011,1,0
P6,41521.64880787037,RuntimeBar,1,2,3,0,9065.0127,8020.0112,4395.0061,1,0
P6,41521.648900462962,RuntimeBar,1,3,1,3,8180.0115,7300.0103,5085.0072,0,0
P6,41521.648958333331,RuntimeBar,1,3,2,3,5310.0074,4510.0063,3660.0051,0,0
P6,41521.649016203701,RuntimeBar,1,3,3,3,4750.0066,3960.0055,3530.0049,0,0
P6,41521.649108796293,RuntimeBar,1,4,1,3,8320.0117,7480.0105,4545.0064,0,0
P6,41521.649178240739,RuntimeBar,1,4,2,3,6185.0087,5365.0076,4920.0069,0,0
P6,41521.649247685185,RuntimeBar,1,4,3,3,5280.0073,4445.0062,4015.0056,0,0
P6,41521.649340277778,RuntimeBar,1,5,1,3,8585.0121,6230.0088,3715.0052,0,0
P6,41521.649409722224,RuntimeBar,1,5,2,3,5540.0077,4670.0065,4230.0059,0,0
P6,41521.649467592593,RuntimeBar,1,5,3,3,5340.0075,4510.0063,4060.0057,0,0
P6,41521.649560185186,RuntimeBar,1,6,1,2,7440.0104,6550.0092,4130.0058,0,0
P6,41521.649606481478,RuntimeBar,1,6,2,2,4735.0066,3885.0054,3360.0047,0,0
P6,41521.649687500001,RuntimeBar,1,6,3,2,6735.0095,6020.0085,5600.0079,0,0
P7,41521.732708333337,RuntimeBar,3,1,2,1,11115.0155,9350.013,6490.009,0,0
P7,41521.732835648145,RuntimeBar,3,1,3,2,10695.015,9345.0131,7460.0104,0,0
P7,41521.732928240737,RuntimeBar,3,2,1,1,8030.0113,6680.0094,4845.0068,0,0
P7,41521.733032407406,RuntimeBar,3,2,2,2,9475.0132,8155.0114,6090.0085,0,0
P7,41521.733124999999,RuntimeBar,3,2,3,2,7270.0102,5825.0081,5060.0071,0,0
P7,41521.733240740738,RuntimeBar,3,3,1,0,10050.0141,8575.012,4915.0069,0,0
P7,41521.73332175926,RuntimeBar,3,3,2,1,7110.0099,5985.0083,4215.0059,0,0
P7,41521.733402777776,RuntimeBar,3,3,3,1,7580.0106,6565.0091,5795.0081,0,0
